batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,OPS,starting_salary
32,김동주,2000,두산,0.339,127,469,78,159,29,1,31,283,106,5,2,51,13,65,17,0.6034115139,0.4183864916,17,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,1.021798005,
32,김동주,2001,두산,0.324,103,364,49,118,18,0,18,190,62,2,2,47,4,57,10,0.521978022,0.4072289157,3,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.9292069376,
32,김동주,2002,두산,0.318,120,415,63,132,21,0,26,231,79,1,1,52,13,61,8,0.556626506,0.4104166667,10,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.9670431727,
32,김동주,2003,두산,0.342,118,401,61,137,23,2,23,233,89,3,2,79,11,53,15,0.5810473815,0.4623217923,5,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,1.043369174,
32,김동주,2004,두산,0.286,124,430,72,123,19,1,19,201,76,4,6,69,16,67,14,0.4674418605,0.4038834951,16,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.8713253556,
32,김동주,2005,두산,0.302,94,268,51,81,13,1,10,126,50,1,2,57,12,38,10,0.4701492537,0.4451038576,7,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.9152531113,
32,김동주,2006,두산,0.25,43,140,19,35,7,0,4,54,16,0,0,23,1,17,7,0.3857142857,0.3597560976,0,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.7454703833,
32,김동주,2007,두산,0.322,119,382,68,123,24,0,19,204,78,11,2,83,14,55,10,0.5340314136,0.4592901879,9,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.9933216015,
32,김동주,2008,두산,0.309,109,363,55,112,12,2,18,182,104,2,2,63,12,54,11,0.5013774105,0.4269406393,10,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.9283180497,
32,김동주,2009,두산,0.353,105,354,63,125,28,0,19,210,86,3,1,61,8,55,17,0.593220339,0.4586288416,8,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,1.051849181,
32,김동주,2010,두산,0.295,110,387,60,114,22,0,20,196,67,0,1,67,10,45,15,0.5064599483,0.411637931,4,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.9180978794,
32,김동주,2011,두산,0.286,120,406,57,116,24,1,17,193,75,6,1,66,8,54,18,0.4753694581,0.3958333333,3,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.8712027915,
32,김동주,2012,두산,0.291,66,223,18,65,5,0,2,76,27,3,1,16,2,24,7,0.3408071749,0.3443983402,0,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.6852055151,
32,김동주,2013,두산,0.256,28,82,6,21,2,0,1,26,9,1,0,10,5,9,4,0.3170731707,0.3711340206,1,,1976년 02월 03일,,중대초-배명중-배명고-고려대-OB-두산,0.6882071914,
33,김동한,2012,두산,0.375,10,8,3,3,0,0,0,3,0,2,0,0,0,2,0,0.375,0.375,0,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,0.75,4000만원
33,김동한,2013,두산,0.35,26,20,9,7,2,1,1,14,4,5,0,2,0,2,0,0.7,0.409,1,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,1.109,4000만원
33,김동한,2016,롯데,0.252,78,107,9,27,6,0,0,33,14,5,1,6,0,19,1,0.308,0.292,2,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,0.6,4000만원
33,김동한,2017,롯데,0.236,81,178,26,42,19,0,3,70,14,4,3,14,0,25,2,0.393,0.292,7,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,0.685,4000만원
33,김동한,2018,롯데,0.193,55,83,11,16,1,0,2,23,9,3,1,9,0,18,1,0.277,0.266,3,174cm/74kg,1988년 06월 24일,내야수(우투우타),내발산초-양천중-장충고-동국대-두산-상무-두산,0.543,4000만원
34,김만수,2016,KT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,180cm/80kg,1996년 04월 18일,포수(우투우타),순천북초-순천이수중-효천고,0,7000만원
34,김만수,2017,KT,0.167,10,6,0,1,0,0,0,1,0,0,0,0,0,3,0,0.167,0.167,1,180cm/80kg,1996년 04월 18일,포수(우투우타),순천북초-순천이수중-효천고,0.334,7000만원
35,김문호,2006,롯데,0.3,8,10,0,3,0,0,0,3,0,0,0,2,0,3,0,0.3,0.417,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.717,12000만원
35,김문호,2007,롯데,0.244,27,41,5,10,0,0,1,13,6,0,1,3,2,15,0,0.317,0.326,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.643,12000만원
35,김문호,2008,롯데,0.375,3,8,0,3,0,1,0,5,1,0,0,0,0,2,0,0.625,0.375,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,1,12000만원
35,김문호,2011,롯데,0.231,19,26,4,6,1,0,0,7,1,1,1,3,0,7,0,0.269,0.31,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.579,12000만원
35,김문호,2012,롯데,0.203,56,79,10,16,3,0,0,19,2,1,3,11,3,22,1,0.241,0.323,0,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.564,12000만원
35,김문호,2013,롯데,0.263,40,137,19,36,10,0,0,46,10,8,5,21,3,31,1,0.336,0.373,3,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.709,12000만원
35,김문호,2014,롯데,0.214,71,192,28,41,11,3,2,64,27,4,0,19,5,51,2,0.333,0.301,4,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.634,12000만원
35,김문호,2015,롯데,0.306,93,288,35,88,13,0,4,113,31,8,5,25,4,45,11,0.392,0.367,3,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.759,12000만원
35,김문호,2016,롯데,0.325,140,526,77,171,28,3,7,226,70,12,15,62,6,70,15,0.43,0.401,5,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.831,12000만원
35,김문호,2017,롯데,0.292,131,390,49,114,17,1,2,139,35,9,4,37,13,73,5,0.356,0.372,4,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.728,12000만원
35,김문호,2018,롯데,0.25,46,100,12,25,7,0,2,38,16,1,0,13,0,27,2,0.38,0.336,2,185cm/102kg,1987년 06월 22일,외야수(좌투좌타),고명초-덕수중-덕수정보고-(영남사이버대)-롯데-상무,0.716,12000만원
36,김민성,2007,롯데,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0,10000만원
36,김민성,2008,롯데,0.2,20,25,6,5,1,0,0,6,1,0,0,0,2,5,1,0.24,0.259,0,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.499,10000만원
36,김민성,2009,롯데,0.248,114,327,51,81,17,0,4,110,37,5,5,48,4,72,8,0.336,0.349,8,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.685,10000만원
36,김민성,2010,넥센,0.2,80,180,26,36,4,0,2,46,12,1,0,18,11,41,6,0.256,0.31,3,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.566,10000만원
36,김민성,2011,넥센,0.236,124,314,37,74,10,1,4,98,23,12,3,26,9,51,4,0.312,0.311,8,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.623,10000만원
36,김민성,2012,넥센,0.283,71,219,24,62,9,0,4,83,22,7,2,17,6,58,2,0.379,0.346,3,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.725,10000만원
36,김민성,2013,넥센,0.282,128,458,60,129,24,2,15,202,72,7,7,42,16,84,11,0.441,0.36,13,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.801,10000만원
36,김민성,2014,넥센,0.292,116,438,60,128,29,2,12,197,77,3,1,30,10,80,10,0.45,0.349,8,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.799,10000만원
36,김민성,2015,넥센,0.303,118,445,60,135,24,0,16,207,71,1,1,31,8,62,15,0.465,0.357,5,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.822,10000만원
36,김민성,2016,넥센,0.306,141,510,76,156,39,5,17,256,90,6,3,53,3,89,15,0.502,0.367,7,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.869,10000만원
36,김민성,2017,넥센,0.282,133,472,59,133,26,1,15,206,78,0,1,43,7,93,15,0.436,0.345,6,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.781,10000만원
36,김민성,2018,넥센,0.283,128,413,46,117,24,0,10,171,45,1,0,40,6,80,6,0.414,0.351,7,181cm/94kg,1988년 12월 17일,내야수(우투우타),고명초-잠신중-덕수정보고-(영남사이버대)-롯데,0.765,10000만원
37,김민수,2014,한화,0.149,35,74,5,11,1,0,0,12,5,0,0,3,0,21,1,0.162,0.182,5,177cm/80kg,1991년 03월 02일,포수(우투우타),대구옥산초-경복중-대구상원고-영남대-한화-삼성-상무,0.344,11000만원
37,김민수,2017,삼성,0.143,13,21,2,3,1,0,0,4,3,0,0,1,0,8,0,0.19,0.182,1,177cm/80kg,1991년 03월 02일,포수(우투우타),대구옥산초-경복중-대구상원고-영남대-한화-삼성-상무,0.372,11000만원
37,김민수,2018,삼성,0.167,8,6,0,1,0,0,0,1,0,0,0,0,0,2,1,0.167,0.167,0,177cm/80kg,1991년 03월 02일,포수(우투우타),대구옥산초-경복중-대구상원고-영남대-한화-삼성-상무,0.334,11000만원
38,김민식,2015,SK,0.167,23,24,4,4,0,0,0,4,0,0,0,2,0,2,2,0.167,0.231,0,180cm/80kg,1989년 06월 28일,포수(우투좌타),양덕초-마산중-마산고-원광대-SK-상무-SK,0.398,14000만원
38,김민식,2016,SK,0.257,88,144,17,37,9,0,2,52,14,1,1,21,2,38,2,0.361,0.359,7,180cm/80kg,1989년 06월 28일,포수(우투좌타),양덕초-마산중-마산고-원광대-SK-상무-SK,0.72,14000만원
38,김민식,2017,KIA,0.222,137,352,39,78,9,2,4,103,40,3,3,26,5,55,7,0.293,0.283,8,180cm/80kg,1989년 06월 28일,포수(우투좌타),양덕초-마산중-마산고-원광대-SK-상무-SK,0.576,14000만원
38,김민식,2018,KIA,0.245,125,310,53,76,9,3,6,109,37,5,2,39,3,63,8,0.352,0.333,4,180cm/80kg,1989년 06월 28일,포수(우투좌타),양덕초-마산중-마산고-원광대-SK-상무-SK,0.685,14000만원
335,홍성갑,2014,넥센,0.5,2,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0.5,0.5,0,181cm/80kg,1992년 08월 02일,외야수(우투우타),서원초-천안북중-북일고,1,
335,홍성갑,2015,넥센,0.333,7,9,0,3,0,0,0,3,2,0,0,1,0,4,0,0.333,0.4,0,181cm/80kg,1992년 08월 02일,외야수(우투우타),서원초-천안북중-북일고,0.733,
335,홍성갑,2016,넥센,0.226,44,62,4,14,0,1,0,16,7,1,0,1,5,18,2,0.258,0.294,0,181cm/80kg,1992년 08월 02일,외야수(우투우타),서원초-천안북중-북일고,0.552,
335,홍성갑,2017,넥센,0.143,7,7,0,1,0,0,0,1,0,0,0,1,0,5,1,0.143,0.25,0,181cm/80kg,1992년 08월 02일,외야수(우투우타),서원초-천안북중-북일고,0.393,
335,홍성갑,2018,넥센,0,6,8,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,181cm/80kg,1992년 08월 02일,외야수(우투우타),서원초-천안북중-북일고,0,
39,김민하,2011,롯데,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,181cm/88kg,1989년 02월 25일,외야수(우투우타),승학초-부산대신중-경남고-중앙대-롯데-상무-롯데,0,
39,김민하,2014,롯데,0.266,55,94,23,25,8,0,2,39,7,3,1,2,1,34,0,0.415,0.289,1,181cm/88kg,1989년 02월 25일,외야수(우투우타),승학초-부산대신중-경남고-중앙대-롯데-상무-롯데,0.704,
39,김민하,2015,롯데,0.241,54,116,18,28,6,0,1,37,8,4,2,18,4,40,4,0.319,0.362,1,181cm/88kg,1989년 02월 25일,외야수(우투우타),승학초-부산대신중-경남고-중앙대-롯데-상무-롯데,0.681,
39,김민하,2016,롯데,0.2,46,45,8,9,1,0,1,13,1,4,0,1,1,19,2,0.289,0.234,1,181cm/88kg,1989년 02월 25일,외야수(우투우타),승학초-부산대신중-경남고-중앙대-롯데-상무-롯데,0.523,
39,김민하,2018,한화,0.216,59,97,13,21,4,0,3,34,17,5,5,5,3,30,6,0.351,0.274,0,181cm/88kg,1989년 02월 25일,외야수(우투우타),승학초-부산대신중-경남고-중앙대-롯데-상무-롯데,0.625,
40,김사훈,2012,롯데,0.267,17,15,0,4,1,0,0,5,2,0,0,0,0,7,0,0.333,0.267,0,173cm/89kg,1987년 06월 18일,포수(우투우타),감천초-대신중-부산고-한민대-롯데-경찰,0.6,
40,김사훈,2013,롯데,0.103,17,29,2,3,1,0,0,4,1,0,0,4,1,8,1,0.138,0.235,1,173cm/89kg,1987년 06월 18일,포수(우투우타),감천초-대신중-부산고-한민대-롯데-경찰,0.373,
40,김사훈,2014,롯데,0.333,4,3,0,1,0,0,0,1,1,0,0,0,0,1,0,0.333,0.333,0,173cm/89kg,1987년 06월 18일,포수(우투우타),감천초-대신중-부산고-한민대-롯데-경찰,0.666,
40,김사훈,2016,롯데,0.321,19,28,5,9,1,0,0,10,4,0,0,3,0,6,1,0.357,0.387,0,173cm/89kg,1987년 06월 18일,포수(우투우타),감천초-대신중-부산고-한민대-롯데-경찰,0.744,
40,김사훈,2017,롯데,0.184,57,76,1,14,3,0,0,17,8,1,0,6,1,21,2,0.224,0.25,1,173cm/89kg,1987년 06월 18일,포수(우투우타),감천초-대신중-부산고-한민대-롯데-경찰,0.474,
40,김사훈,2018,롯데,0.23,56,74,7,17,3,0,0,20,6,0,0,1,1,22,0,0.27,0.25,2,173cm/89kg,1987년 06월 18일,포수(우투우타),감천초-대신중-부산고-한민대-롯데-경찰,0.52,
41,김상수,2009,삼성,0.244,97,242,43,59,19,0,0,78,17,18,6,21,2,51,7,0.322,0.308,9,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.63,28000만원
41,김상수,2010,삼성,0.245,101,282,37,69,7,3,0,82,22,30,6,31,12,45,10,0.291,0.344,8,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.635,28000만원
41,김상수,2011,삼성,0.278,128,406,53,113,16,4,2,143,47,29,7,47,7,61,7,0.352,0.362,22,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.714,28000만원
41,김상수,2012,삼성,0.274,129,419,64,115,18,4,2,147,36,25,11,41,7,56,8,0.351,0.345,14,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.696,28000만원
41,김상수,2013,삼성,0.298,115,372,57,111,17,3,7,155,44,14,5,30,5,44,7,0.417,0.354,16,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.771,28000만원
41,김상수,2014,삼성,0.288,128,427,74,123,20,8,5,174,63,53,6,41,7,77,7,0.407,0.354,14,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.761,28000만원
41,김상수,2015,삼성,0.278,132,449,67,125,30,4,8,187,63,26,5,43,6,56,9,0.416,0.345,18,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.761,28000만원
41,김상수,2016,삼성,0.271,105,358,56,97,13,0,3,119,38,6,4,23,8,39,9,0.332,0.326,15,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.658,28000만원
41,김상수,2017,삼성,0.264,42,144,17,38,7,0,3,54,13,1,1,5,1,26,4,0.375,0.291,7,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.666,28000만원
41,김상수,2018,삼성,0.263,122,453,63,119,13,1,10,164,50,12,9,27,8,91,11,0.362,0.314,16,175cm/68kg,1990년 03월 23일,내야수(우투우타),대구옥산초-경복중-경북고,0.676,28000만원
164,신현철,2011,넥센,0,13,9,1,0,0,0,0,0,0,0,0,2,1,4,0,0,0.25,0,,1987년 11월 02일,,대일초-평촌중-유신고-현대-넥센-SK,0.25,
164,신현철,2012,넥센,0.231,11,26,2,6,2,0,0,8,3,0,0,0,0,5,0,0.3076923077,0.2307692308,1,,1987년 11월 02일,,대일초-평촌중-유신고-현대-넥센-SK,0.5384615385,
164,신현철,2013,넥센,0.111,6,9,2,1,0,0,0,1,0,0,0,2,0,3,1,0.1111111111,0.2727272727,2,,1987년 11월 02일,,대일초-평촌중-유신고-현대-넥센-SK,0.3838383838,
164,신현철,2014,SK,0.262,60,65,10,17,3,0,1,23,3,1,0,8,0,16,3,0.3538461538,0.3424657534,8,,1987년 11월 02일,,대일초-평촌중-유신고-현대-넥센-SK,0.6963119073,
164,신현철,2016,KT,0.292,35,24,3,7,2,0,0,9,2,0,0,0,1,12,0,0.375,0.32,0,,1987년 11월 02일,,대일초-평촌중-유신고-현대-넥센-SK,0.695,
42,김상호,2012,롯데,0.167,8,12,1,2,0,0,0,2,0,0,0,3,0,5,0,0.167,0.333,1,181cm/87kg,1989년 05월 10일,내야수(우투우타),청구초-홍은중-장충고-고려대-롯데-상무,0.5,3000만원
42,김상호,2013,롯데,0.205,25,44,5,9,3,0,0,12,3,0,0,5,0,11,1,0.273,0.28,0,181cm/87kg,1989년 05월 10일,내야수(우투우타),청구초-홍은중-장충고-고려대-롯데-상무,0.553,3000만원
42,김상호,2016,롯데,0.29,114,366,39,106,20,0,7,147,56,3,1,38,4,84,10,0.402,0.358,6,181cm/87kg,1989년 05월 10일,내야수(우투우타),청구초-홍은중-장충고-고려대-롯데-상무,0.76,3000만원
42,김상호,2017,롯데,0.228,80,101,7,23,3,1,0,28,7,0,3,11,2,22,4,0.277,0.316,0,181cm/87kg,1989년 05월 10일,내야수(우투우타),청구초-홍은중-장충고-고려대-롯데-상무,0.593,3000만원
47,김연훈,2007,KIA,0.148,52,61,9,9,0,2,0,13,3,2,1,3,1,17,3,0.2131147541,0.2,6,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.4131147541,
47,김연훈,2008,SK,0.111,19,36,4,4,0,0,0,4,0,0,0,1,0,3,3,0.1111111111,0.1351351351,2,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.2462462462,
47,김연훈,2009,SK,0.319,68,141,25,45,9,0,1,57,17,4,2,10,0,30,1,0.4042553191,0.3642384106,3,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.7684937297,
47,김연훈,2010,SK,0.243,73,136,20,33,4,1,0,39,4,8,4,2,1,14,2,0.2867647059,0.2589928058,2,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.5457575116,
47,김연훈,2011,SK,0.188,84,149,15,28,3,0,1,34,13,2,6,7,6,40,4,0.2281879195,0.2530864198,5,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.4812743392,
47,김연훈,2015,SK,0.267,49,60,4,16,1,0,1,20,3,0,1,6,1,18,0,0.3333333333,0.3432835821,4,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.6766169154,
47,김연훈,2016,KT,0.217,103,166,13,36,10,0,1,49,18,2,0,7,0,46,5,0.2951807229,0.2485549133,8,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.5437356362,
47,김연훈,2017,KT,0.167,19,24,1,4,2,0,0,6,3,0,0,0,0,3,0,0.25,0.1666666667,1,,1984년 12월 23일,,군산초-군산남중-군산상고-성균관대-KIA-SK-KT,0.4166666667,
43,김선빈,2008,KIA,0.255,112,278,39,71,2,2,0,77,24,5,9,30,2,40,8,0.277,0.33,13,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.607,3000만원
43,김선빈,2009,KIA,0.293,72,116,29,34,9,1,0,45,6,8,2,10,1,13,2,0.388,0.354,11,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.742,3000만원
43,김선빈,2010,KIA,0.293,115,348,40,102,14,2,1,123,28,23,7,34,6,44,5,0.353,0.362,14,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.715,3000만원
43,김선빈,2011,KIA,0.29,98,335,58,97,12,2,4,125,47,22,9,50,2,42,8,0.373,0.38,9,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.753,3000만원
43,김선빈,2012,KIA,0.281,126,441,63,124,19,2,5,162,55,30,12,58,2,48,9,0.367,0.363,13,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.73,3000만원
43,김선빈,2013,KIA,0.3,88,310,51,93,12,0,1,108,29,28,14,39,2,26,10,0.348,0.377,9,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.725,3000만원
43,김선빈,2014,KIA,0.29,33,93,7,27,4,0,0,31,9,2,0,3,0,10,3,0.333,0.313,1,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.646,3000만원
43,김선빈,2016,KIA,0.36,6,25,3,9,2,1,0,13,0,1,1,1,0,3,1,0.52,0.385,1,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.905,3000만원
43,김선빈,2017,KIA,0.37,137,476,84,176,34,1,5,227,64,4,4,39,5,40,10,0.477,0.42,14,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.897,3000만원
43,김선빈,2018,KIA,0.295,127,424,73,125,17,2,4,158,49,4,1,48,9,42,10,0.373,0.374,12,165cm/77kg,1989년 12월 18일,내야수(우투우타),화순초-화순중-화순고-KIA-상무,0.747,3000만원
44,김성욱,2013,NC,0.25,4,4,0,1,0,0,0,1,1,0,0,0,0,2,0,0.25,0.25,0,181cm/83kg,1993년 05월 01일,외야수(우투우타),광주서림초-충장중-진흥고,0.5,7000만원
44,김성욱,2014,NC,0.174,26,23,6,4,1,0,1,8,1,1,0,3,0,9,0,0.348,0.269,0,181cm/83kg,1993년 05월 01일,외야수(우투우타),광주서림초-충장중-진흥고,0.617,7000만원
44,김성욱,2015,NC,0.258,125,182,32,47,8,1,3,66,26,3,3,17,4,52,4,0.363,0.333,0,181cm/83kg,1993년 05월 01일,외야수(우투우타),광주서림초-충장중-진흥고,0.696,7000만원
44,김성욱,2016,NC,0.265,130,306,60,81,15,1,15,143,51,5,2,30,3,64,15,0.467,0.334,1,181cm/83kg,1993년 05월 01일,외야수(우투우타),광주서림초-충장중-진흥고,0.801,7000만원
44,김성욱,2017,NC,0.247,124,308,60,76,18,4,6,120,31,10,4,24,9,59,4,0.39,0.315,0,181cm/83kg,1993년 05월 01일,외야수(우투우타),광주서림초-충장중-진흥고,0.705,7000만원
44,김성욱,2018,NC,0.26,111,323,49,84,13,2,13,140,45,11,2,29,1,64,10,0.433,0.32,0,181cm/83kg,1993년 05월 01일,외야수(우투우타),광주서림초-충장중-진흥고,0.753,7000만원
45,김성현,2006,SK,1,5,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,2,7000만원
45,김성현,2007,SK,,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,,7000만원
45,김성현,2008,SK,0.2,6,5,0,1,0,0,0,1,0,0,0,0,0,1,0,0.2,0.2,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.4,7000만원
45,김성현,2011,SK,0,10,9,3,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0,7000만원
45,김성현,2012,SK,0.239,88,163,28,39,8,3,2,59,14,6,2,12,5,26,2,0.362,0.311,6,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.673,7000만원
45,김성현,2013,SK,0.216,97,162,27,35,7,1,1,47,16,2,6,16,1,28,6,0.29,0.291,2,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.581,7000만원
45,김성현,2014,SK,0.284,122,398,73,113,20,1,5,150,43,6,3,55,7,51,7,0.377,0.376,18,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.753,7000만원
45,김성현,2015,SK,0.297,129,397,49,118,20,0,8,162,48,1,4,31,7,42,14,0.408,0.357,23,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.765,7000만원
45,김성현,2016,SK,0.319,138,479,66,153,28,0,8,205,65,3,3,33,6,37,13,0.428,0.366,16,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.794,7000만원
45,김성현,2017,SK,0.271,130,380,45,103,14,0,4,129,29,2,1,34,4,28,8,0.339,0.335,6,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.674,7000만원
45,김성현,2018,SK,0.277,135,415,51,115,19,1,4,148,55,6,2,29,9,42,19,0.357,0.336,17,172cm/72kg,1987년 03월 09일,내야수(우투우타),송정동초-충장중-광주제일고-SK-상무,0.693,7000만원
46,김성훈,2017,삼성,0.318,47,151,27,48,4,2,0,56,18,4,2,12,1,16,2,0.371,0.37,2,172cm/68kg,1993년 10월 27일,내야수(우투좌타),길동초-건대부중-청원고-문화예술대,0.741,6000만원
46,김성훈,2018,삼성,0.243,110,185,24,45,9,3,0,60,24,12,6,16,6,23,2,0.324,0.321,4,172cm/68kg,1993년 10월 27일,내야수(우투좌타),길동초-건대부중-청원고-문화예술대,0.645,6000만원
